season,round,url,raceName,date,Circuit.circuitId,Circuit.url,Circuit.circuitName,Circuit.Location.lat,Circuit.Location.long,Circuit.Location.locality,Circuit.Location.country,time,FirstPractice.date,SecondPractice.date,ThirdPractice.date,Qualifying.date,Sprint.date,FirstPractice.time,SecondPractice.time,ThirdPractice.time,Qualifying.time,Sprint.time
1993,14,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,Portuguese Grand Prix,1993-09-26,estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril,Autódromo do Estoril,38.7506,-9.39417,Estoril,Portugal,,,,,,,,,,,
1993,15,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,Japanese Grand Prix,1993-10-24,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1993,16,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,Australian Grand Prix,1993-11-07,adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit,Adelaide Street Circuit,-34.9272,138.617,Adelaide,Australia,,,,,,,,,,,
1994,1,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,Brazilian Grand Prix,1994-03-27,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1994,2,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,Pacific Grand Prix,1994-04-17,okayama,http://en.wikipedia.org/wiki/TI_Circuit,Okayama International Circuit,34.915,134.221,Okayama,Japan,,,,,,,,,,,
1994,3,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,San Marino Grand Prix,1994-05-01,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1994,4,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,Monaco Grand Prix,1994-05-15,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1994,5,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,Spanish Grand Prix,1994-05-29,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1994,6,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,Canadian Grand Prix,1994-06-12,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1994,7,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,French Grand Prix,1994-07-03,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1994,8,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,British Grand Prix,1994-07-10,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1994,9,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,German Grand Prix,1994-07-31,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1994,10,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,Hungarian Grand Prix,1994-08-14,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1994,11,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,Belgian Grand Prix,1994-08-28,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1994,12,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,Italian Grand Prix,1994-09-11,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1994,13,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,Portuguese Grand Prix,1994-09-25,estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril,Autódromo do Estoril,38.7506,-9.39417,Estoril,Portugal,,,,,,,,,,,
1994,14,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,European Grand Prix,1994-10-16,jerez,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez,Circuito de Jerez,36.7083,-6.03417,Jerez de la Frontera,Spain,,,,,,,,,,,
1994,15,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,Japanese Grand Prix,1994-11-06,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1994,16,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,Australian Grand Prix,1994-11-13,adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit,Adelaide Street Circuit,-34.9272,138.617,Adelaide,Australia,,,,,,,,,,,
1995,1,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,Brazilian Grand Prix,1995-03-26,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1995,2,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,Argentine Grand Prix,1995-04-09,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1995,3,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,San Marino Grand Prix,1995-04-30,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1995,4,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,Spanish Grand Prix,1995-05-14,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1995,5,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,Monaco Grand Prix,1995-05-28,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1995,6,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,Canadian Grand Prix,1995-06-11,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1995,7,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,French Grand Prix,1995-07-02,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1995,8,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,British Grand Prix,1995-07-16,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1995,9,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,German Grand Prix,1995-07-30,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1995,10,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,Hungarian Grand Prix,1995-08-13,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1995,11,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,Belgian Grand Prix,1995-08-27,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1995,12,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,Italian Grand Prix,1995-09-10,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1995,13,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,Portuguese Grand Prix,1995-09-24,estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril,Autódromo do Estoril,38.7506,-9.39417,Estoril,Portugal,,,,,,,,,,,
1995,14,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,European Grand Prix,1995-10-01,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1995,15,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,Pacific Grand Prix,1995-10-22,okayama,http://en.wikipedia.org/wiki/TI_Circuit,Okayama International Circuit,34.915,134.221,Okayama,Japan,,,,,,,,,,,
1995,16,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,Japanese Grand Prix,1995-10-29,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1995,17,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,Australian Grand Prix,1995-11-12,adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit,Adelaide Street Circuit,-34.9272,138.617,Adelaide,Australia,,,,,,,,,,,
1996,1,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,Australian Grand Prix,1996-03-10,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,,,,,,,,,,,
1996,2,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,Brazilian Grand Prix,1996-03-31,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1996,3,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,Argentine Grand Prix,1996-04-07,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1996,4,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,European Grand Prix,1996-04-28,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1996,5,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,San Marino Grand Prix,1996-05-05,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1996,6,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,Monaco Grand Prix,1996-05-19,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1996,7,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,Spanish Grand Prix,1996-06-02,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1996,8,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,Canadian Grand Prix,1996-06-16,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1996,9,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,French Grand Prix,1996-06-30,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1996,10,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,British Grand Prix,1996-07-14,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1996,11,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,German Grand Prix,1996-07-28,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1996,12,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,Hungarian Grand Prix,1996-08-11,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1996,13,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,Belgian Grand Prix,1996-08-25,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1996,14,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,Italian Grand Prix,1996-09-08,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1996,15,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,Portuguese Grand Prix,1996-09-22,estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril,Autódromo do Estoril,38.7506,-9.39417,Estoril,Portugal,,,,,,,,,,,
1996,16,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,Japanese Grand Prix,1996-10-13,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1997,1,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,Australian Grand Prix,1997-03-09,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,,,,,,,,,,,
1997,2,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,Brazilian Grand Prix,1997-03-30,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1997,3,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,Argentine Grand Prix,1997-04-13,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1997,4,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,San Marino Grand Prix,1997-04-27,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1997,5,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,Monaco Grand Prix,1997-05-11,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1997,6,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,Spanish Grand Prix,1997-05-25,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1997,7,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,Canadian Grand Prix,1997-06-15,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1997,8,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,French Grand Prix,1997-06-29,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1997,9,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,British Grand Prix,1997-07-13,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1997,10,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,German Grand Prix,1997-07-27,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1997,11,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,Hungarian Grand Prix,1997-08-10,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1997,12,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,Belgian Grand Prix,1997-08-24,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1997,13,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,Italian Grand Prix,1997-09-07,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1997,14,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,Austrian Grand Prix,1997-09-21,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1997,15,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,Luxembourg Grand Prix,1997-09-28,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1997,16,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,Japanese Grand Prix,1997-10-12,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1997,17,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,European Grand Prix,1997-10-26,jerez,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez,Circuito de Jerez,36.7083,-6.03417,Jerez de la Frontera,Spain,,,,,,,,,,,
1998,1,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,Australian Grand Prix,1998-03-08,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,,,,,,,,,,,
1998,2,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,Brazilian Grand Prix,1998-03-29,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1998,3,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,Argentine Grand Prix,1998-04-12,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1998,4,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,San Marino Grand Prix,1998-04-26,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1998,5,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,Spanish Grand Prix,1998-05-10,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1998,6,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,Monaco Grand Prix,1998-05-24,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1998,7,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,Canadian Grand Prix,1998-06-07,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1998,8,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,French Grand Prix,1998-06-28,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1998,9,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,British Grand Prix,1998-07-12,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1998,10,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,Austrian Grand Prix,1998-07-26,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1998,11,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,German Grand Prix,1998-08-02,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1998,12,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,Hungarian Grand Prix,1998-08-16,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1998,13,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,Belgian Grand Prix,1998-08-30,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1998,14,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,Italian Grand Prix,1998-09-13,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1998,15,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,Luxembourg Grand Prix,1998-09-27,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1998,16,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,Japanese Grand Prix,1998-11-01,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
1999,1,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,Australian Grand Prix,1999-03-07,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,,,,,,,,,,,
1999,2,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,Brazilian Grand Prix,1999-04-11,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1999,3,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,San Marino Grand Prix,1999-05-02,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1999,4,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,Monaco Grand Prix,1999-05-16,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1999,5,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,Spanish Grand Prix,1999-05-30,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,,,,,,,,,,,
1999,6,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,Canadian Grand Prix,1999-06-13,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1999,7,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,French Grand Prix,1999-06-27,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,,,,,,,,,,,
1999,8,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,British Grand Prix,1999-07-11,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1999,9,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,Austrian Grand Prix,1999-07-25,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1999,10,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,German Grand Prix,1999-08-01,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1999,11,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,Hungarian Grand Prix,1999-08-15,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,,,,,,,,,,,
1999,12,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,Belgian Grand Prix,1999-08-29,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1999,13,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,Italian Grand Prix,1999-09-12,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1999,14,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,European Grand Prix,1999-09-26,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1999,15,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,Malaysian Grand Prix,1999-10-17,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,,,,,,,,,,,
1999,16,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,Japanese Grand Prix,1999-10-31,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,,,,,,,,,,,
2000,1,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,Australian Grand Prix,2000-03-12,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,,,,,,,,,,,
