driverId,url,givenName,familyName,dateOfBirth,nationality,year,code,permanentNumber
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1971,,
love,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,1971,,
lovely,http://en.wikipedia.org/wiki/Pete_Lovely,Pete,Lovely,1926-04-11,American,1971,,
marko,http://en.wikipedia.org/wiki/Helmut_Marko,Helmut,Marko,1943-04-27,Austrian,1971,,
mazet,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Mazet,François,Mazet,1943-02-24,French,1971,,
moser,http://en.wikipedia.org/wiki/Silvio_Moser,Silvio,Moser,1941-04-24,Swiss,1971,,
oliver,http://en.wikipedia.org/wiki/Jackie_Oliver,Jackie,Oliver,1942-08-14,British,1971,,
pescarolo,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,1971,,
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,1971,,
posey,http://en.wikipedia.org/wiki/Sam_Posey,Sam,Posey,1944-05-26,American,1971,,
pretorius,http://en.wikipedia.org/wiki/Jackie_Pretorius,Jackie,Pretorius,1934-11-22,South African,1971,,
redman,http://en.wikipedia.org/wiki/Brian_Redman,Brian,Redman,1937-03-09,British,1971,,
regazzoni,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,1971,,
revson,http://en.wikipedia.org/wiki/Peter_Revson,Peter,Revson,1939-02-27,American,1971,,
rodriguez,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver),Pedro,Rodríguez,1940-01-18,Mexican,1971,,
schenken,http://en.wikipedia.org/wiki/Tim_Schenken,Tim,Schenken,1943-09-26,Australian,1971,,
siffert,http://en.wikipedia.org/wiki/Jo_Siffert,Jo,Siffert,1936-07-07,Swiss,1971,,
roig,http://en.wikipedia.org/wiki/Alex_Soler-Roig,Alex,Soler-Roig,1932-10-29,Spanish,1971,,
stewart,http://en.wikipedia.org/wiki/Jackie_Stewart,Jackie,Stewart,1939-06-11,British,1971,,
stommelen,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,1971,,
surtees,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,1971,,
lennep,http://en.wikipedia.org/wiki/Gijs_Van_Lennep,Gijs,van Lennep,1942-03-16,Dutch,1971,,
walker,http://en.wikipedia.org/wiki/David_Walker_(racing_driver),David,Walker,1941-06-10,Australian,1971,,
wisell,http://en.wikipedia.org/wiki/Reine_Wisell,Reine,Wisell,1941-09-30,Swedish,1971,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1972,,
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American,1972,,
barber,http://en.wikipedia.org/wiki/Skip_Barber,Skip,Barber,1936-11-16,American,1972,,
bell,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer),Derek,Bell,1941-10-31,British,1972,,
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French,1972,,
beuttler,http://en.wikipedia.org/wiki/Mike_Beuttler,Mike,Beuttler,1940-04-13,British,1972,,
brack,http://en.wikipedia.org/wiki/Bill_Brack,Bill,Brack,1935-12-26,Canadian,1972,,
cevert,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,François,Cevert,1944-02-25,French,1972,,
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African,1972,,
adamich,http://en.wikipedia.org/wiki/Andrea_de_Adamich,Andrea,de Adamich,1941-10-03,Italian,1972,,
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,1972,,
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,1972,,
wilson_fittipaldi,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,Wilson,Fittipaldi,1943-12-25,Brazilian,1972,,
galli,http://en.wikipedia.org/wiki/Nanni_Galli,Nanni,Galli,1940-10-02,Italian,1972,,
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander,1972,,
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British,1972,,
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,1972,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1972,,
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander,1972,,
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,1972,,
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1972,,
love,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,1972,,
marko,http://en.wikipedia.org/wiki/Helmut_Marko,Helmut,Marko,1943-04-27,Austrian,1972,,
merzario,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,1972,,
migault,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Migault,François,Migault,1944-12-04,French,1972,,
oliver,http://en.wikipedia.org/wiki/Jackie_Oliver,Jackie,Oliver,1942-08-14,British,1972,,
pace,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,1972,,
pescarolo,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,1972,,
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,1972,,
posey,http://en.wikipedia.org/wiki/Sam_Posey,Sam,Posey,1944-05-26,American,1972,,
redman,http://en.wikipedia.org/wiki/Brian_Redman,Brian,Redman,1937-03-09,British,1972,,
regazzoni,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,1972,,
reutemann,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,1972,,
revson,http://en.wikipedia.org/wiki/Peter_Revson,Peter,Revson,1939-02-27,American,1972,,
scheckter,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,1972,,
schenken,http://en.wikipedia.org/wiki/Tim_Schenken,Tim,Schenken,1943-09-26,Australian,1972,,
roig,http://en.wikipedia.org/wiki/Alex_Soler-Roig,Alex,Soler-Roig,1932-10-29,Spanish,1972,,
stewart,http://en.wikipedia.org/wiki/Jackie_Stewart,Jackie,Stewart,1939-06-11,British,1972,,
stommelen,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,1972,,
surtees,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,1972,,
walker,http://en.wikipedia.org/wiki/David_Walker_(racing_driver),David,Walker,1941-06-10,Australian,1972,,
wisell,http://en.wikipedia.org/wiki/Reine_Wisell,Reine,Wisell,1941-09-30,Swedish,1972,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1973,,
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French,1973,,
beuttler,http://en.wikipedia.org/wiki/Mike_Beuttler,Mike,Beuttler,1940-04-13,British,1973,,
bueno,http://en.wikipedia.org/wiki/Luiz_Bueno,Luiz,Bueno,1937-01-16,Brazilian,1973,,
cevert,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,François,Cevert,1944-02-25,French,1973,,
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African,1973,,
adamich,http://en.wikipedia.org/wiki/Andrea_de_Adamich,Andrea,de Adamich,1941-10-03,Italian,1973,,
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,1973,,
wilson_fittipaldi,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,Wilson,Fittipaldi,1943-12-25,Brazilian,1973,,
follmer,http://en.wikipedia.org/wiki/George_Follmer,George,Follmer,1934-01-27,American,1973,,
galli,http://en.wikipedia.org/wiki/Nanni_Galli,Nanni,Galli,1940-10-02,Italian,1973,,
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander,1973,,
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British,1973,,
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,1973,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1973,,
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander,1973,,
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British,1973,,
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,1973,,
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French,1973,,
keizan,http://en.wikipedia.org/wiki/Eddie_Keizan,Eddie,Keizan,1944-09-12,South African,1973,,
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1973,,
mass,http://en.wikipedia.org/wiki/Jochen_Mass,Jochen,Mass,1946-09-30,German,1973,,
mcrae,http://en.wikipedia.org/wiki/Graham_McRae,Graham,McRae,1940-03-05,New Zealander,1973,,
merzario,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,1973,,
oliver,http://en.wikipedia.org/wiki/Jackie_Oliver,Jackie,Oliver,1942-08-14,British,1973,,
pace,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,1973,,
pescarolo,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,1973,,
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,1973,,
pretorius,http://en.wikipedia.org/wiki/Jackie_Pretorius,Jackie,Pretorius,1934-11-22,South African,1973,,
purley,http://en.wikipedia.org/wiki/David_Purley,David,Purley,1945-01-26,British,1973,,
redman,http://en.wikipedia.org/wiki/Brian_Redman,Brian,Redman,1937-03-09,British,1973,,
regazzoni,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,1973,,
reutemann,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,1973,,
revson,http://en.wikipedia.org/wiki/Peter_Revson,Peter,Revson,1939-02-27,American,1973,,
scheckter,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,1973,,
schenken,http://en.wikipedia.org/wiki/Tim_Schenken,Tim,Schenken,1943-09-26,Australian,1973,,
stewart,http://en.wikipedia.org/wiki/Jackie_Stewart,Jackie,Stewart,1939-06-11,British,1973,,
stommelen,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,1973,,
lennep,http://en.wikipedia.org/wiki/Gijs_Van_Lennep,Gijs,van Lennep,1942-03-16,Dutch,1973,,
opel,http://en.wikipedia.org/wiki/Rikky_von_Opel,Rikky,von Opel,1947-10-14,Liechtensteiner,1973,,
watson,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),John,Watson,1946-05-04,British,1973,,
williamson,http://en.wikipedia.org/wiki/Roger_Williamson,Roger,Williamson,1948-02-02,British,1973,,
wisell,http://en.wikipedia.org/wiki/Reine_Wisell,Reine,Wisell,1941-09-30,Swedish,1973,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1974,,
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American,1974,,
ashley,http://en.wikipedia.org/wiki/Ian_Ashley,Ian,Ashley,1947-10-26,British,1974,,
bell,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer),Derek,Bell,1941-10-31,British,1974,,
belso,http://en.wikipedia.org/wiki/Tom_Bels%C3%B8,Tom,Belsø,1942-08-27,Danish,1974,,
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French,1974,,
brambilla,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian,1974,,
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African,1974,,
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,1974,,
dolhem,http://en.wikipedia.org/wiki/Jos%C3%A9_Dolhem,José,Dolhem,1944-04-26,French,1974,,
donohue,http://en.wikipedia.org/wiki/Mark_Donohue,Mark,Donohue,1937-03-18,American,1974,,
driver,http://en.wikipedia.org/wiki/Paddy_Driver,Paddy,Driver,1934-05-13,South African,1974,,
edwards,http://en.wikipedia.org/wiki/Guy_Edwards,Guy,Edwards,1942-12-30,British,1974,,
facetti,http://en.wikipedia.org/wiki/Carlo_Facetti,Carlo,Facetti,1935-06-26,Italian,1974,,
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,1974,,
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander,1974,,
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British,1974,,
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,1974,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1974,,
hobbs,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver),David,Hobbs,1939-06-09,British,1974,,
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander,1974,,
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British,1974,,
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,1974,,
jabouille,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille,Jean-Pierre,Jabouille,1942-10-01,French,1974,,
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French,1974,,
keizan,http://en.wikipedia.org/wiki/Eddie_Keizan,Eddie,Keizan,1944-09-12,South African,1974,,
kinnunen,http://en.wikipedia.org/wiki/Leo_Kinnunen,Leo,Kinnunen,1943-08-05,Finnish,1974,,
koinigg,http://en.wikipedia.org/wiki/Helmuth_Koinigg,Helmuth,Koinigg,1948-11-03,Austrian,1974,,
laffite,http://en.wikipedia.org/wiki/Jacques_Laffite,Jacques,Laffite,1943-11-21,French,1974,,
larrousse,http://en.wikipedia.org/wiki/G%C3%A9rard_Larrousse,Gérard,Larrousse,1940-05-23,French,1974,,
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1974,,
lombardi,http://en.wikipedia.org/wiki/Lella_Lombardi,Lella,Lombardi,1941-03-26,Italian,1974,,
mass,http://en.wikipedia.org/wiki/Jochen_Mass,Jochen,Mass,1946-09-30,German,1974,,
merzario,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,1974,,
migault,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Migault,François,Migault,1944-12-04,French,1974,,
nicholson,http://en.wikipedia.org/wiki/John_Nicholson_(racing_driver),John,Nicholson,1941-10-06,New Zealander,1974,,
pace,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,1974,,
perkins,http://en.wikipedia.org/wiki/Larry_Perkins,Larry,Perkins,1950-03-18,Australian,1974,,
pescarolo,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,1974,,
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,1974,,
pilette,http://en.wikipedia.org/wiki/Teddy_Pilette,Teddy,Pilette,1942-07-26,Belgian,1974,,
pryce,http://en.wikipedia.org/wiki/Tom_Pryce,Tom,Pryce,1949-06-11,British,1974,,
purley,http://en.wikipedia.org/wiki/David_Purley,David,Purley,1945-01-26,British,1974,,
quester,http://en.wikipedia.org/wiki/Dieter_Quester,Dieter,Quester,1939-05-30,Austrian,1974,,
redman,http://en.wikipedia.org/wiki/Brian_Redman,Brian,Redman,1937-03-09,British,1974,,
regazzoni,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,1974,,
reutemann,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,1974,,
revson,http://en.wikipedia.org/wiki/Peter_Revson,Peter,Revson,1939-02-27,American,1974,,
robarts,http://en.wikipedia.org/wiki/Richard_Robarts,Richard,Robarts,1944-09-22,British,1974,,
roos,http://en.wikipedia.org/wiki/Bertil_Roos,Bertil,Roos,1943-10-12,Swedish,1974,,
ian_scheckter,http://en.wikipedia.org/wiki/Ian_Scheckter,Ian,Scheckter,1947-08-22,South African,1974,,
scheckter,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,1974,,
schenken,http://en.wikipedia.org/wiki/Tim_Schenken,Tim,Schenken,1943-09-26,Australian,1974,,
schuppan,http://en.wikipedia.org/wiki/Vern_Schuppan,Vern,Schuppan,1943-03-19,Australian,1974,,
stommelen,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,1974,,
stuck,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck,Hans-Joachim,Stuck,1951-01-01,German,1974,,
lennep,http://en.wikipedia.org/wiki/Gijs_Van_Lennep,Gijs,van Lennep,1942-03-16,Dutch,1974,,
opel,http://en.wikipedia.org/wiki/Rikky_von_Opel,Rikky,von Opel,1947-10-14,Liechtensteiner,1974,,
watson,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),John,Watson,1946-05-04,British,1974,,
wietzes,http://en.wikipedia.org/wiki/Eppie_Wietzes,Eppie,Wietzes,1938-05-28,Canadian,1974,,
wilds,http://en.wikipedia.org/wiki/Mike_Wilds,Mike,Wilds,1946-01-07,British,1974,,
wisell,http://en.wikipedia.org/wiki/Reine_Wisell,Reine,Wisell,1941-09-30,Swedish,1974,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1975,,
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American,1975,,
ashley,http://en.wikipedia.org/wiki/Ian_Ashley,Ian,Ashley,1947-10-26,British,1975,,
brambilla,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian,1975,,
brise,http://en.wikipedia.org/wiki/Tony_Brise,Tony,Brise,1952-03-28,British,1975,,
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African,1975,,
crawford,http://en.wikipedia.org/wiki/Jim_Crawford_(driver),Jim,Crawford,1948-02-13,British,1975,,
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,1975,,
donohue,http://en.wikipedia.org/wiki/Mark_Donohue,Mark,Donohue,1937-03-18,American,1975,,
ertl,http://en.wikipedia.org/wiki/Harald_Ertl,Harald,Ertl,1948-08-31,Austrian,1975,,
evans,http://en.wikipedia.org/wiki/Bob_Evans_(race_driver),Bob,Evans,1947-06-11,British,1975,,
wilson_fittipaldi,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,Wilson,Fittipaldi,1943-12-25,Brazilian,1975,,
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,1975,,
fushida,http://en.wikipedia.org/wiki/Hiroshi_Fushida,Hiroshi,Fushida,1946-03-10,Japanese,1975,,
henton,http://en.wikipedia.org/wiki/Brian_Henton,Brian,Henton,1946-09-19,British,1975,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1975,,
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British,1975,,
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,1975,,
jabouille,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille,Jean-Pierre,Jabouille,1942-10-01,French,1975,,
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French,1975,,
jones,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1),Alan,Jones,1946-11-02,Australian,1975,,
keizan,http://en.wikipedia.org/wiki/Eddie_Keizan,Eddie,Keizan,1944-09-12,South African,1975,,
laffite,http://en.wikipedia.org/wiki/Jacques_Laffite,Jacques,Laffite,1943-11-21,French,1975,,
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1975,,
leclere,http://en.wikipedia.org/wiki/Michel_Lecl%C3%A8re,Michel,Leclère,1946-03-18,French,1975,,
lombardi,http://en.wikipedia.org/wiki/Lella_Lombardi,Lella,Lombardi,1941-03-26,Italian,1975,,
lunger,http://en.wikipedia.org/wiki/Brett_Lunger,Brett,Lunger,1945-11-14,American,1975,,
magee,http://en.wikipedia.org/wiki/Damien_Magee,Damien,Magee,1945-11-17,British,1975,,
mass,http://en.wikipedia.org/wiki/Jochen_Mass,Jochen,Mass,1946-09-30,German,1975,,
merzario,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,1975,,
migault,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Migault,François,Migault,1944-12-04,French,1975,,
morgan,http://en.wikipedia.org/wiki/Dave_Morgan_(racing_driver),Dave,Morgan,1944-08-07,British,1975,,
nicholson,http://en.wikipedia.org/wiki/John_Nicholson_(racing_driver),John,Nicholson,1941-10-06,New Zealander,1975,,
pace,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,1975,,
palm,http://en.wikipedia.org/wiki/Torsten_Palm,Torsten,Palm,1947-07-23,Swedish,1975,,
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,1975,,
pryce,http://en.wikipedia.org/wiki/Tom_Pryce,Tom,Pryce,1949-06-11,British,1975,,
regazzoni,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,1975,,
reutemann,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,1975,,
scheckter,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,1975,,
ian_scheckter,http://en.wikipedia.org/wiki/Ian_Scheckter,Ian,Scheckter,1947-08-22,South African,1975,,
schuppan,http://en.wikipedia.org/wiki/Vern_Schuppan,Vern,Schuppan,1943-03-19,Australian,1975,,
stommelen,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,1975,,
stuck,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck,Hans-Joachim,Stuck,1951-01-01,German,1975,,
trimmer,http://en.wikipedia.org/wiki/Tony_Trimmer,Tony,Trimmer,1943-01-24,British,1975,,
tunmer,http://en.wikipedia.org/wiki/Guy_Tunmer,Guy,Tunmer,1948-12-01,South African,1975,,
lennep,http://en.wikipedia.org/wiki/Gijs_Van_Lennep,Gijs,van Lennep,1942-03-16,Dutch,1975,,
vonlanthen,http://en.wikipedia.org/wiki/Jo_Vonlanthen,Jo,Vonlanthen,1942-05-31,Swiss,1975,,
watson,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),John,Watson,1946-05-04,British,1975,,
wilds,http://en.wikipedia.org/wiki/Mike_Wilds,Mike,Wilds,1946-01-07,British,1975,,
wunderink,http://en.wikipedia.org/wiki/Roelof_Wunderink,Roelof,Wunderink,1948-12-12,Dutch,1975,,
zorzi,http://en.wikipedia.org/wiki/Renzo_Zorzi,Renzo,Zorzi,1946-12-12,Italian,1975,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1976,,
andersson,http://en.wikipedia.org/wiki/Conny_Andersson_(racing_driver),Conny,Andersson,1939-12-28,Swedish,1976,,
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American,1976,,
ashley,http://en.wikipedia.org/wiki/Ian_Ashley,Ian,Ashley,1947-10-26,British,1976,,
binder,http://en.wikipedia.org/wiki/Hans_Binder,Hans,Binder,1948-06-12,Austrian,1976,,
brambilla,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian,1976,,
brown,http://en.wikipedia.org/wiki/Warwick_Brown,Warwick,Brown,1949-12-24,Australian,1976,,
villota,http://en.wikipedia.org/wiki/Emilio_de_Villota,Emilio,de Villota,1946-07-26,Spanish,1976,,
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,1976,,
edwards,http://en.wikipedia.org/wiki/Guy_Edwards,Guy,Edwards,1942-12-30,British,1976,,
ertl,http://en.wikipedia.org/wiki/Harald_Ertl,Harald,Ertl,1948-08-31,Austrian,1976,,
evans,http://en.wikipedia.org/wiki/Bob_Evans_(race_driver),Bob,Evans,1947-06-11,British,1976,,
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,1976,,
galica,http://en.wikipedia.org/wiki/Divina_Galica,Divina,Galica,1944-08-13,British,1976,,
hasemi,http://en.wikipedia.org/wiki/Masahiro_Hasemi,Masahiro,Hasemi,1945-11-13,Japanese,1976,,
hoffmann,http://en.wikipedia.org/wiki/Ingo_Hoffmann,Ingo,Hoffmann,1953-02-28,Brazilian,1976,,
hoshino,http://en.wikipedia.org/wiki/Kazuyoshi_Hoshino,Kazuyoshi,Hoshino,1947-07-01,Japanese,1976,,
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British,1976,,
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,1976,,
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French,1976,,
jones,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1),Alan,Jones,1946-11-02,Australian,1976,,
kessel,http://en.wikipedia.org/wiki/Loris_Kessel,Loris,Kessel,1950-04-01,Swiss,1976,,
laffite,http://en.wikipedia.org/wiki/Jacques_Laffite,Jacques,Laffite,1943-11-21,French,1976,,
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,1976,,
leclere,http://en.wikipedia.org/wiki/Michel_Lecl%C3%A8re,Michel,Leclère,1946-03-18,French,1976,,
